LMK_KEY,POSTCODE,CITY,TOTAL_FLOOR_AREA,NUMBER_HABITABLE_ROOMS,WALLS_ENERGY_EFF,ROOF_ENERGY_EFF,WINDOWS_ENERGY_EFF,MAINHEAT_ENERGY_EFF,MAINHEATC_ENERGY_EFF,HOT_WATER_ENERGY_EFF,LIGHTING_ENERGY_EFF,FLOOR_ENERGY_EFF,CONSTRUCTION_AGE_BAND,PROPERTY_TYPE,BUILT_FORM,ENERGY_CONSUMPTION_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,HEATING_COST_CURRENT,HOT_WATER_COST_CURRENT,LIGHTING_COST_CURRENT,TOTAL_COST_CURRENT,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_RATING,GLAZED_TYPE,MAINS_GAS_FLAG,SOLAR_WATER_HEATING_FLAG,LOW_ENERGY_LIGHTING,MULTI_GLAZE_PROPORTION,NUMBER_OPEN_FIREPLACES,PHOTO_SUPPLY,WIND_TURBINE_COUNT
Liverpool_27,XX7 0YZ,Liverpool,63.83911330773503,5,Average,Average,Average,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,House,Detached,238.32311521942393,47.66462304388479,760.7168178172598,150,80,990.7168178172598,C,B,Double glazing,Y,N,40,100,0,0,0
Liverpool_28,XX8 1YZ,Liverpool,91.02015102559237,5,Very Good,Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Mid-Terrace,275.1788871247763,55.035777424955256,1252.3411932575787,150,80,1482.3411932575787,E,B,Double glazing,Y,N,36,100,0,0,0
Liverpool_29,XX9 2YZ,Liverpool,70.91148670919692,5,Very Good,Poor,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Bungalow,Semi-Detached,233.7044868502166,46.74089737004332,828.6166306579412,150,80,1058.6166306579412,E,B,Double glazing,Y,N,63,100,0,0,0
Liverpool_30,XX10 3YZ,Liverpool,133.1981083456012,5,Average,Very Poor,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Mid-Terrace,298.76775240374235,59.75355048074847,1989.7649727422715,150,80,2219.7649727422713,C,B,Double glazing,Y,N,98,100,0,0,0
Liverpool_31,XX11 4YZ,Liverpool,77.12337154886919,5,Average,Very Poor,Good,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,House,Detached,284.20447513519713,56.84089502703943,1095.9403665851582,150,80,1325.9403665851582,D,B,Double glazing,Y,N,65,100,0,0,0
Liverpool_32,XX12 5YZ,Liverpool,106.79958384835771,5,Very Good,Very Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Detached,258.1987831818513,51.639756636370265,1378.776129698703,150,80,1608.776129698703,C,B,Double glazing,Y,N,91,100,0,0,0
Liverpool_33,XX13 6YZ,Liverpool,73.45713718917726,7,Good,Very Poor,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Mid-Terrace,192.30659646201374,38.46131929240275,706.3146019346947,150,80,936.3146019346947,D,B,Double glazing,Y,N,33,100,0,0,0
Liverpool_34,XX14 7YZ,Liverpool,68.21867874859471,4,Poor,Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Bungalow,Mid-Terrace,320.9987614340795,64.1997522868159,1094.9055692484133,150,80,1324.9055692484133,D,B,Double glazing,Y,N,60,100,0,0,0
Liverpool_35,XX15 8YZ,Liverpool,75.5682175085804,6,Average,Very Poor,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,House,Semi-Detached,266.90329256461985,53.38065851292397,1008.4703033139731,150,80,1238.470303313973,E,B,Double glazing,Y,N,43,100,0,0,0
Liverpool_36,XX16 0YZ,Liverpool,99.51123092760702,5,Very Good,Average,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Semi-Detached,278.1025226176176,55.62050452352352,1383.71621748759,150,80,1613.71621748759,C,B,Double glazing,Y,N,92,100,0,0,0
Liverpool_37,XX17 1YZ,Liverpool,86.63800490686874,5,Poor,Average,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,House,Mid-Terrace,307.4026117042134,61.48052234084269,1331.6374490606956,150,80,1561.6374490606956,D,B,Double glazing,Y,N,82,100,0,0,0
Liverpool_38,XX18 2YZ,Liverpool,124.8349657591438,4,Poor,Poor,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Semi-Detached,345.4502278345268,69.09004556690536,2156.2133681605787,150,80,2386.2133681605787,E,B,Double glazing,Y,N,85,100,0,0,0
Liverpool_39,XX19 3YZ,Liverpool,82.18772941830802,7,Poor,Very Poor,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,House,Semi-Detached,233.25227921720418,46.65045584344084,958.5237605253604,150,80,1188.5237605253606,D,B,Double glazing,Y,N,78,100,0,0,0
Liverpool_40,XX0 4YZ,Liverpool,69.4716205005853,3,Very Good,Average,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,House,Semi-Detached,238.35515356126186,47.671030712252374,827.945938628336,150,80,1057.945938628336,C,B,Double glazing,Y,N,16,100,0,0,0
Liverpool_41,XX1 5YZ,Liverpool,119.69276345930368,7,Good,Poor,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,House,Semi-Detached,142.3280823313229,28.465616466264578,851.7820746049665,150,80,1081.7820746049665,C,B,Double glazing,Y,N,53,100,0,0,0
Liverpool_42,XX2 6YZ,Liverpool,88.41782667339002,4,Very Good,Very Poor,Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Semi-Detached,140.74185800009485,28.148371600018972,622.204460317163,150,80,852.204460317163,C,B,Double glazing,Y,N,85,100,0,0,0
Liverpool_43,XX3 7YZ,Liverpool,102.4929811664923,3,Very Good,Good,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,House,Detached,153.39860841210015,30.67972168242003,786.1140341473754,150,80,1016.1140341473754,E,B,Double glazing,Y,N,1,100,0,0,0
Liverpool_44,XX4 8YZ,Liverpool,126.82779460367877,5,Good,Average,Good,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Semi-Detached,184.3709805326746,36.87419610653492,1169.1682424938456,150,80,1399.1682424938456,C,B,Double glazing,Y,N,18,100,0,0,0
Liverpool_45,XX5 0YZ,Liverpool,92.33214113924332,7,Good,Poor,Average,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Semi-Detached,272.8965715204929,54.57931430409858,1259.856237902288,150,80,1489.856237902288,E,B,Double glazing,Y,N,13,100,0,0,0
Liverpool_46,XX6 1YZ,Liverpool,56.53651256558265,7,Very Good,Good,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Detached,219.2313445735419,43.84626891470838,619.7287833625816,150,80,849.7287833625816,D,B,Double glazing,Y,N,24,100,0,0,0
Liverpool_47,XX7 2YZ,Liverpool,112.67474092572131,5,Average,Average,Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Mid-Terrace,213.74963761227295,42.74992752245459,1204.2092520464837,150,80,1434.2092520464837,D,B,Double glazing,Y,N,70,100,0,0,0
Liverpool_48,XX8 3YZ,Liverpool,85.48197487360873,6,Average,Very Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Semi-Detached,319.10348278665043,63.82069655733009,1363.8797948824747,150,80,1593.8797948824747,C,B,Double glazing,Y,N,59,100,0,0,0
Liverpool_49,XX9 4YZ,Liverpool,92.36011912540137,5,Poor,Good,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Semi-Detached,312.04009719972294,62.40801943994459,1441.0030274634119,150,80,1671.0030274634119,D,B,Double glazing,Y,N,40,100,0,0,0
Liverpool_50,XX10 5YZ,Liverpool,90.53546216091348,7,Average,Poor,Good,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Detached,232.61568782289788,46.52313756457958,1052.9984401462418,150,80,1282.9984401462418,C,B,Double glazing,Y,N,28,100,0,0,0
Liverpool_51,XX11 6YZ,Liverpool,100.08267856578024,5,Poor,Very Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Flat,Mid-Terrace,237.27402844375004,47.454805688750014,1187.3510160371818,150,80,1417.3510160371818,E,B,Double glazing,Y,N,88,100,0,0,0
Liverpool_52,XX12 7YZ,Liverpool,149.8479180010493,5,Average,Very Poor,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Detached,243.97583763218114,48.79516752643623,1827.9635655872198,150,80,2057.96356558722,C,B,Double glazing,Y,N,57,100,0,0,0
Liverpool_53,XX13 8YZ,Liverpool,82.50414253674555,4,Very Good,Good,Good,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Detached,198.850013162477,39.770002632495405,820.2974914695366,150,80,1050.2974914695365,C,B,Double glazing,Y,N,38,100,0,0,0
Liverpool_54,XX14 0YZ,Liverpool,124.7785056760004,3,Good,Very Poor,Average,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Bungalow,Detached,260.7460684972367,52.149213699447344,1626.7752393988621,150,80,1856.7752393988621,C,B,Double glazing,Y,N,94,100,0,0,0
Liverpool_55,XX15 1YZ,Liverpool,112.17702128550697,4,Very Good,Very Poor,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Flat,Detached,266.8302553793348,53.36605107586696,1496.611161865245,150,80,1726.611161865245,C,B,Double glazing,Y,N,49,100,0,0,0
Liverpool_56,XX16 2YZ,Liverpool,82.42832644375531,4,Average,Average,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Mid-Terrace,211.36286613987625,42.27257322797525,871.1143664132738,150,80,1101.1143664132737,C,B,Double glazing,Y,N,37,100,0,0,0
Liverpool_57,XX17 3YZ,Liverpool,57.30501699234442,3,Good,Very Poor,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Detached,287.4057770661767,57.48115541323534,823.4896469237606,150,80,1053.4896469237606,D,B,Double glazing,Y,N,12,100,0,0,0
Liverpool_58,XX18 4YZ,Liverpool,96.59099554600705,3,Very Good,Poor,Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Detached,267.2273064355603,53.44546128711207,1290.5875782844334,150,80,1520.5875782844334,D,B,Double glazing,Y,N,72,100,0,0,0
Liverpool_59,XX19 5YZ,Liverpool,104.3029865042721,3,Very Good,Good,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Mid-Terrace,259.98017479154066,51.99603495830814,1355.8354331330183,150,80,1585.8354331330183,C,B,Double glazing,Y,N,45,100,0,0,0
Liverpool_60,XX0 6YZ,Liverpool,104.09619690284411,7,Very Good,Poor,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Semi-Detached,179.76658611157546,35.95331722231509,935.6508972211321,150,80,1165.6508972211323,C,B,Double glazing,Y,N,56,100,0,0,0
Liverpool_61,XX1 7YZ,Liverpool,76.34690285100491,5,Average,Poor,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,House,Detached,208.05585200359133,41.611170400718265,794.2209960250622,150,80,1024.220996025062,C,B,Double glazing,Y,N,91,100,0,0,0
Liverpool_62,XX2 8YZ,Liverpool,90.69970865428932,5,Very Good,Poor,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Semi-Detached,332.45807421685856,66.49161484337172,1507.6925235617584,150,80,1737.6925235617584,D,B,Double glazing,Y,N,83,100,0,0,0
Liverpool_63,XX3 0YZ,Liverpool,109.77306014712823,4,Good,Average,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,House,Mid-Terrace,321.37164957408794,64.27432991481759,1763.8974709139086,150,80,1993.8974709139086,C,B,Double glazing,Y,N,31,100,0,0,0
Liverpool_64,XX4 1YZ,Liverpool,127.199640580307,6,Good,Very Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Bungalow,Semi-Detached,228.11997686498617,45.623995372997236,1450.8389533207096,150,80,1680.8389533207096,D,B,Double glazing,Y,N,52,100,0,0,0
Liverpool_65,XX5 2YZ,Liverpool,84.75354114889176,7,Poor,Very Poor,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Semi-Detached,244.6490132059994,48.929802641199885,1036.7435103895218,150,80,1266.7435103895218,E,B,Double glazing,Y,N,71,100,0,0,0
Liverpool_66,XX6 3YZ,Liverpool,93.27894108319569,6,Average,Average,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Semi-Detached,149.41339616363894,29.88267923272779,696.8561688894127,150,80,926.8561688894127,C,B,Double glazing,Y,N,83,100,0,0,0
Liverpool_67,XX7 4YZ,Liverpool,87.70046139855538,5,Average,Good,Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Bungalow,Mid-Terrace,306.76950769928527,61.353901539857056,1345.1913684117503,150,80,1575.1913684117503,D,B,Double glazing,Y,N,68,100,0,0,0
Liverpool_68,XX8 5YZ,Liverpool,67.8765806827403,4,Very Good,Average,Average,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Semi-Detached,304.86087662496936,60.97217532499388,1034.6456944622835,150,80,1264.6456944622835,C,B,Double glazing,Y,N,43,100,0,0,0
Liverpool_69,XX9 6YZ,Liverpool,66.78704928420242,3,Poor,Poor,Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Mid-Terrace,215.92565875185616,43.185131750371234,721.0518806392047,150,80,951.0518806392047,D,B,Double glazing,Y,N,21,100,0,0,0
Liverpool_70,XX10 7YZ,Liverpool,96.74205323140819,6,Very Good,Good,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Mid-Terrace,196.4027805698022,39.280556113960444,950.0204126340194,150,80,1180.0204126340195,C,B,Double glazing,Y,N,53,100,0,0,0
Liverpool_71,XX11 8YZ,Liverpool,127.99282153940766,4,Average,Good,Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Flat,Detached,258.83437484909456,51.766874969818915,1656.4470974162152,150,80,1886.4470974162152,C,B,Double glazing,Y,N,3,100,0,0,0
Liverpool_72,XX12 0YZ,Liverpool,61.856538665956144,6,Average,Average,Average,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Bungalow,Semi-Detached,193.74286757999346,38.74857351599869,599.2131589857544,150,80,829.2131589857544,E,B,Double glazing,Y,N,29,100,0,0,0
Liverpool_73,XX13 1YZ,Liverpool,91.22738397253971,5,Poor,Average,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Mid-Terrace,238.1754972758442,47.63509945516884,1086.4063771417013,150,80,1316.4063771417013,D,B,Double glazing,Y,N,16,100,0,0,0
Liverpool_74,XX14 2YZ,Liverpool,79.27982482421855,5,Good,Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Bungalow,Mid-Terrace,201.4898473816118,40.297969476322365,798.7039902136357,150,80,1028.7039902136357,D,B,Double glazing,Y,N,27,100,0,0,0
Liverpool_75,XX15 3YZ,Liverpool,94.5466266352079,4,Poor,Very Poor,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,House,Detached,165.8537163401735,33.1707432680347,784.0454697438031,150,80,1014.0454697438031,C,B,Double glazing,Y,N,97,100,0,0,0
Liverpool_76,XX16 4YZ,Liverpool,108.39957151687535,3,Average,Poor,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,House,Detached,278.1317052551324,55.62634105102648,1507.467883745711,150,80,1737.467883745711,E,B,Double glazing,Y,N,56,100,0,0,0
Liverpool_77,XX17 5YZ,Liverpool,93.86434702537674,6,Average,Average,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Semi-Detached,195.66874425624061,39.13374885124813,918.3159456443732,150,80,1148.3159456443732,C,B,Double glazing,Y,N,56,100,0,0,0
Liverpool_78,XX18 6YZ,Liverpool,67.5028904005191,7,Very Good,Poor,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Semi-Detached,340.04800568889186,68.00960113777838,1147.7111629466183,150,80,1377.7111629466183,E,B,Double glazing,Y,N,92,100,0,0,0
Liverpool_79,XX19 7YZ,Liverpool,95.42480218531395,4,Average,Very Poor,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Detached,174.771577956756,34.954315591351204,833.8771627069309,150,80,1063.877162706931,C,B,Double glazing,Y,N,52,100,0,0,0
Liverpool_80,XX0 8YZ,Liverpool,99.72046040438956,5,Very Good,Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Detached,295.29712268199194,59.05942453639839,1472.3582514969871,150,80,1702.3582514969871,D,B,Double glazing,Y,N,61,100,0,0,0
Liverpool_81,XX1 0YZ,Liverpool,80.20322388329056,3,Average,Very Poor,Average,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Semi-Detached,137.07318046527968,27.414636093055936,549.6855490625758,150,80,779.6855490625758,C,B,Double glazing,Y,N,60,100,0,0,0
Liverpool_82,XX2 1YZ,Liverpool,113.0284784714931,4,Very Good,Very Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Detached,325.3100383863309,65.06200767726618,1838.4649335155,150,80,2068.4649335155,E,B,Double glazing,Y,N,63,100,0,0,0
Liverpool_83,XX3 2YZ,Liverpool,110.76754236726089,4,Poor,Good,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Bungalow,Semi-Detached,258.86516660657617,51.77303332131524,1433.6929154750987,150,80,1663.6929154750987,D,B,Double glazing,Y,N,26,100,0,0,0
Liverpool_84,XX4 3YZ,Liverpool,110.02192505298348,4,Good,Good,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Bungalow,Detached,273.41155395764963,54.68231079152993,1504.0632749074139,150,80,1734.0632749074139,C,B,Double glazing,Y,N,61,100,0,0,0
Liverpool_85,XX5 4YZ,Liverpool,118.0800061105817,3,Good,Poor,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,House,Detached,338.1610484775243,67.63220969550486,1996.5029335293393,150,80,2226.5029335293393,D,B,Double glazing,Y,N,37,100,0,0,0
Liverpool_86,XX6 5YZ,Liverpool,128.07514068383557,7,Good,Very Poor,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Semi-Detached,287.60087983273326,57.52017596654665,1841.7261572686102,150,80,2071.72615726861,D,B,Double glazing,Y,N,51,100,0,0,0
