LMK_KEY,POSTCODE,CITY,TOTAL_FLOOR_AREA,NUMBER_HABITABLE_ROOMS,WALLS_ENERGY_EFF,ROOF_ENERGY_EFF,WINDOWS_ENERGY_EFF,MAINHEAT_ENERGY_EFF,MAINHEATC_ENERGY_EFF,HOT_WATER_ENERGY_EFF,LIGHTING_ENERGY_EFF,FLOOR_ENERGY_EFF,CONSTRUCTION_AGE_BAND,PROPERTY_TYPE,BUILT_FORM,ENERGY_CONSUMPTION_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,HEATING_COST_CURRENT,HOT_WATER_COST_CURRENT,LIGHTING_COST_CURRENT,TOTAL_COST_CURRENT,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_RATING,GLAZED_TYPE,MAINS_GAS_FLAG,SOLAR_WATER_HEATING_FLAG,LOW_ENERGY_LIGHTING,MULTI_GLAZE_PROPORTION,NUMBER_OPEN_FIREPLACES,PHOTO_SUPPLY,WIND_TURBINE_COUNT
Boston_13,XX13 4YZ,Boston,69.25092715113173,3,Very Good,Good,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Semi-Detached,144.90781052370227,28.981562104740455,501.7500115103453,150,80,731.7500115103453,D,B,Double glazing,Y,N,41,100,0,0,0
Boston_14,XX14 5YZ,Boston,100.24873254398175,3,Good,Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,House,Semi-Detached,300.5765659566009,60.11531319132018,1506.6209884785887,150,80,1736.6209884785887,D,B,Double glazing,Y,N,82,100,0,0,0
Boston_15,XX15 6YZ,Boston,85.03172018083684,6,Good,Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Detached,261.2745577079999,52.25491154159999,1110.8312540699278,150,80,1340.8312540699278,D,B,Double glazing,Y,N,55,100,0,0,0
Boston_16,XX16 7YZ,Boston,60.17110692064614,6,Very Good,Good,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Bungalow,Mid-Terrace,151.7063052175849,30.341261043516983,456.416815589174,150,80,686.416815589174,E,B,Double glazing,Y,N,5,100,0,0,0
Boston_17,XX17 8YZ,Boston,107.65414825618095,5,Average,Very Poor,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Flat,Detached,207.14099496683815,41.42819899336763,1114.9793691046414,150,80,1344.9793691046414,D,B,Double glazing,Y,N,67,100,0,0,0
Boston_18,XX18 0YZ,Boston,113.98243479865263,7,Good,Average,Average,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Semi-Detached,229.7291278525326,45.94582557050652,1309.2542668401318,150,80,1539.2542668401318,E,B,Double glazing,Y,N,61,100,0,0,0
Boston_19,XX19 1YZ,Boston,123.98362194237248,4,Very Good,Very Poor,Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Semi-Detached,264.44002985452266,52.88800597090454,1639.3116343956417,150,80,1869.3116343956417,C,B,Double glazing,Y,N,91,100,0,0,0
Boston_20,XX0 2YZ,Boston,117.9771860321095,3,Good,Good,Good,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,House,Detached,193.55611620496097,38.7112232409922,1141.7602964582643,150,80,1371.7602964582643,E,B,Double glazing,Y,N,65,100,0,0,0
Boston_21,XX1 3YZ,Boston,105.15563339987953,3,Good,Poor,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Semi-Detached,243.3566652159485,48.671333043189705,1279.516213643275,150,80,1509.516213643275,C,B,Double glazing,Y,N,89,100,0,0,0
Boston_22,XX2 4YZ,Boston,85.06994878658458,7,Good,Average,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Semi-Detached,163.10819052881823,32.621638105763644,693.7802707479523,150,80,923.7802707479523,E,B,Double glazing,Y,N,85,100,0,0,0
Boston_23,XX3 5YZ,Boston,63.53992340435312,3,Good,Average,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Detached,203.4278831586076,40.685576631721524,646.2896057103812,150,80,876.2896057103812,E,B,Double glazing,Y,N,16,100,0,0,0
Boston_24,XX4 6YZ,Boston,113.99975740569978,7,Average,Very Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,House,Mid-Terrace,234.9119877853995,46.982397557079906,1338.9954809613128,150,80,1568.9954809613128,C,B,Double glazing,Y,N,61,100,0,0,0
Boston_25,XX5 7YZ,Boston,109.08693457366965,5,Average,Good,Average,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Mid-Terrace,277.19038065526576,55.43807613105315,1511.8924459495781,150,80,1741.8924459495781,C,B,Double glazing,Y,N,41,100,0,0,0
Boston_26,XX6 8YZ,Boston,63.63460275350414,4,Poor,Very Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,House,Detached,258.4449524577332,51.68899049154665,822.302094164806,150,80,1052.302094164806,D,B,Double glazing,Y,N,54,100,0,0,0
Boston_27,XX7 0YZ,Boston,103.93964916845472,6,Very Good,Poor,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Semi-Detached,262.31271463136045,52.46254292627209,1363.2345765604293,150,80,1593.2345765604293,E,B,Double glazing,Y,N,31,100,0,0,0
Boston_28,XX8 1YZ,Boston,106.48454161619998,7,Good,Average,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Mid-Terrace,250.27296566386207,50.05459313277242,1332.5101013821654,150,80,1562.5101013821654,E,B,Double glazing,Y,N,13,100,0,0,0
Boston_29,XX9 2YZ,Boston,55.707982144179574,6,Good,Very Poor,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Flat,Mid-Terrace,167.1351527583951,33.42703055167902,465.53810527647005,150,80,695.5381052764701,E,B,Double glazing,Y,N,36,100,0,0,0
Boston_30,XX10 3YZ,Boston,95.57883018178697,5,Average,Good,Average,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Detached,243.04153453950013,48.60830690790003,1161.4812778435899,150,80,1391.4812778435899,D,B,Double glazing,Y,N,5,100,0,0,0
Boston_31,XX11 4YZ,Boston,104.28240654915103,5,Poor,Good,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Semi-Detached,260.3364622740102,52.06729245480204,1357.4256399213027,150,80,1587.4256399213027,D,B,Double glazing,Y,N,64,100,0,0,0
Boston_32,XX12 5YZ,Boston,38.61118833042214,5,Good,Poor,Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Mid-Terrace,259.46842857711704,51.89368571542341,500.91921807948756,150,80,730.9192180794876,E,B,Double glazing,Y,N,53,100,0,0,0
Boston_33,XX13 6YZ,Boston,111.89404354786525,5,Very Good,Average,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Mid-Terrace,237.86736120630727,47.573472241261456,1330.797043671717,150,80,1560.797043671717,E,B,Double glazing,Y,N,41,100,0,0,0
Boston_34,XX14 7YZ,Boston,96.90148070640726,5,Average,Poor,Good,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Detached,305.24073456064656,61.04814691212931,1478.9139575419038,150,80,1708.9139575419038,C,B,Double glazing,Y,N,81,100,0,0,0
Boston_35,XX15 8YZ,Boston,93.43206242298115,3,Good,Poor,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Semi-Detached,229.30738125120953,45.86147625024191,1071.2330779556673,150,80,1301.2330779556673,E,B,Double glazing,Y,N,96,100,0,0,0
Boston_36,XX16 0YZ,Boston,90.32218769995163,6,Very Good,Very Poor,Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Bungalow,Detached,269.71081262998564,53.942162525997134,1218.0435321536024,150,80,1448.0435321536024,E,B,Double glazing,Y,N,69,100,0,0,0
Boston_37,XX17 1YZ,Boston,86.56371611037187,3,Average,Average,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Semi-Detached,347.20852998872215,69.44170599774444,1502.7830310521642,150,80,1732.7830310521642,C,B,Double glazing,Y,N,55,100,0,0,0
Boston_38,XX18 2YZ,Boston,99.99419454950433,3,Average,Good,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,House,Semi-Detached,270.95510033019445,54.191020066038895,1354.6968508298964,150,80,1584.6968508298964,D,B,Double glazing,Y,N,27,100,0,0,0
Boston_39,XX19 3YZ,Boston,65.77680964370131,4,Poor,Good,Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Semi-Detached,219.03230075266396,43.80646015053279,720.3622976214956,150,80,950.3622976214956,C,B,Double glazing,Y,N,6,100,0,0,0
Boston_40,XX0 4YZ,Boston,109.06174246178747,4,Good,Average,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Detached,301.5395422001976,60.307908440039526,1644.3213946741625,150,80,1874.3213946741625,C,B,Double glazing,Y,N,37,100,0,0,0
Boston_41,XX1 5YZ,Boston,136.71787914653902,6,Average,Good,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Detached,305.2765171151609,61.055303423032186,2086.837898661346,150,80,2316.837898661346,E,B,Double glazing,Y,N,40,100,0,0,0
Boston_42,XX2 6YZ,Boston,62.26243952795325,3,Average,Good,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Detached,316.0460388487229,63.20920776974458,983.8898690933886,150,80,1213.8898690933886,C,B,Double glazing,Y,N,60,100,0,0,0
Boston_43,XX3 7YZ,Boston,109.37847409493149,5,Poor,Good,Average,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Semi-Detached,274.0533191859461,54.810663837189225,1498.7766936605,150,80,1728.7766936605,D,B,Double glazing,Y,N,34,100,0,0,0
Boston_44,XX4 8YZ,Boston,93.07100777094773,6,Average,Average,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Detached,314.86546896433896,62.97309379286779,1465.2423254391547,150,80,1695.2423254391547,C,B,Double glazing,Y,N,58,100,0,0,0
Boston_45,XX5 0YZ,Boston,98.3508292392025,3,Good,Poor,Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Detached,131.74544189651476,26.349088379302955,647.86367295037,150,80,877.86367295037,D,B,Double glazing,Y,N,58,100,0,0,0
Boston_46,XX6 1YZ,Boston,75.48047555591432,3,Good,Very Poor,Average,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Flat,Mid-Terrace,338.53153601502106,67.70630720300422,1277.6260664543963,150,80,1507.6260664543963,D,B,Double glazing,Y,N,7,100,0,0,0
Boston_47,XX7 2YZ,Boston,85.99211812348834,7,Average,Very Poor,Average,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Semi-Detached,192.79880304710775,38.55976060942155,828.9588722847028,150,80,1058.958872284703,E,B,Double glazing,Y,N,21,100,0,0,0
Boston_48,XX8 3YZ,Boston,87.5658186934692,5,Good,Average,Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Flat,Detached,276.89953132011556,55.37990626402311,1212.3467077941918,150,80,1442.3467077941918,D,B,Double glazing,Y,N,67,100,0,0,0
Boston_49,XX9 4YZ,Boston,87.11591811574915,7,Poor,Poor,Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Flat,Detached,242.71956673013716,48.54391334602744,1057.2368950176372,150,80,1287.2368950176372,E,B,Double glazing,Y,N,81,100,0,0,0
Boston_50,XX10 5YZ,Boston,70.74107330891535,6,Average,Poor,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Detached,290.4017976889627,58.08035953779254,1027.1667429677857,150,80,1257.1667429677857,D,B,Double glazing,Y,N,36,100,0,0,0
Boston_51,XX11 6YZ,Boston,89.9333665835766,4,Good,Good,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Mid-Terrace,231.73508339759795,46.34701667951959,1042.0358102735936,150,80,1272.0358102735936,E,B,Double glazing,Y,N,39,100,0,0,0
Boston_52,XX12 7YZ,Boston,81.26582994453341,7,Good,Average,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Detached,185.54150664621977,37.10830132924396,753.9092263382106,150,80,983.9092263382106,D,B,Double glazing,Y,N,41,100,0,0,0
Boston_53,XX13 8YZ,Boston,75.45889890066131,6,Average,Poor,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Detached,351.0053693339171,70.20107386678342,1324.3239339078668,150,80,1554.3239339078668,C,B,Double glazing,Y,N,5,100,0,0,0
Boston_54,XX14 0YZ,Boston,126.41483835432673,7,Very Good,Average,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Detached,231.65617172162396,46.3312343443248,1464.2388750985626,150,80,1694.2388750985626,E,B,Double glazing,Y,N,46,100,0,0,0
Boston_55,XX15 1YZ,Boston,105.6833987346001,5,Good,Average,Average,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Flat,Detached,293.39782124674724,58.679564249349454,1550.3639465341457,150,80,1780.3639465341457,D,B,Double glazing,Y,N,25,100,0,0,0
Boston_56,XX16 2YZ,Boston,84.5580197213946,6,Very Good,Average,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Semi-Detached,301.8048549434908,60.36097098869816,1276.0010438162167,150,80,1506.0010438162167,E,B,Double glazing,Y,N,16,100,0,0,0
Boston_57,XX17 3YZ,Boston,84.46716859750414,7,Poor,Very Poor,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Semi-Detached,339.7618323063323,67.95236646126646,1434.9359986207949,150,80,1664.9359986207949,E,B,Double glazing,Y,N,29,100,0,0,0
Boston_58,XX18 4YZ,Boston,129.72845660837964,5,Good,Good,Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Detached,210.4816435943965,42.096328718879306,1365.272938394805,150,80,1595.272938394805,E,B,Double glazing,Y,N,96,100,0,0,0
Boston_59,XX19 5YZ,Boston,109.68204175891303,4,Average,Very Poor,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Detached,257.2281569243969,51.445631384879384,1410.6654724674968,150,80,1640.6654724674968,D,B,Double glazing,Y,N,94,100,0,0,0
Boston_60,XX0 6YZ,Boston,72.9126497595743,7,Good,Good,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Semi-Detached,199.9587688090912,39.991753761818245,728.9761838266478,150,80,958.9761838266478,E,B,Double glazing,Y,N,40,100,0,0,0
Boston_61,XX1 7YZ,Boston,86.34694993641999,7,Good,Good,Average,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Mid-Terrace,290.32181321805854,58.06436264361171,1253.4201535695188,150,80,1483.4201535695188,D,B,Double glazing,Y,N,48,100,0,0,0
Boston_62,XX2 8YZ,Boston,59.02727827604959,6,Poor,Average,Average,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,House,Semi-Detached,251.6989833231441,50.33979666462882,742.8552965206997,150,80,972.8552965206997,C,B,Double glazing,Y,N,88,100,0,0,0
Boston_63,XX3 0YZ,Boston,106.25365164470033,4,Poor,Average,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Flat,Semi-Detached,320.5980669136044,64.11961338272089,1703.2357659901224,150,80,1933.2357659901224,E,B,Double glazing,Y,N,18,100,0,0,0
Boston_64,XX4 1YZ,Boston,80.40474631941719,7,Poor,Poor,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Detached,217.30643278671397,43.461286557342795,873.6234300896609,150,80,1103.6234300896608,C,B,Double glazing,Y,N,34,100,0,0,0
Boston_65,XX5 2YZ,Boston,115.29917244090484,4,Good,Average,Average,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Flat,Detached,253.27952711142765,50.655905422285535,1460.1459936085666,150,80,1690.1459936085666,D,B,Double glazing,Y,N,10,100,0,0,0
Boston_66,XX6 3YZ,Boston,108.22547405099209,3,Good,Good,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Bungalow,Semi-Detached,205.1228046547123,41.024560930942464,1109.9756386212644,150,80,1339.9756386212644,D,B,Double glazing,Y,N,56,100,0,0,0
Boston_67,XX7 4YZ,Boston,120.64713954698911,4,Poor,Very Poor,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Bungalow,Detached,211.65879881042713,42.331759762085426,1276.8014318214848,150,80,1506.8014318214848,D,B,Double glazing,Y,N,70,100,0,0,0
Boston_68,XX8 5YZ,Boston,97.54113110345727,6,Very Good,Good,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Detached,231.96049297625996,46.392098595251994,1131.2844428109977,150,80,1361.2844428109977,C,B,Double glazing,Y,N,73,100,0,0,0
Boston_69,XX9 6YZ,Boston,78.79263208461977,3,Very Good,Average,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Detached,222.5647337246859,44.51294674493718,876.8230589690271,150,80,1106.823058969027,D,B,Double glazing,Y,N,53,100,0,0,0
Boston_70,XX10 7YZ,Boston,82.40623540753617,6,Average,Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Detached,188.9674847856227,37.79349695712454,778.6049517807018,150,80,1008.6049517807018,C,B,Double glazing,Y,N,84,100,0,0,0
Boston_71,XX11 8YZ,Boston,101.64847117569299,3,Poor,Very Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Detached,213.38381509292938,42.67676301858588,1084.5069288916518,150,80,1314.5069288916518,D,B,Double glazing,Y,N,11,100,0,0,0
Boston_72,XX12 0YZ,Boston,94.34511845332,6,Poor,Very Poor,Good,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Semi-Detached,165.899671987321,33.1799343974642,782.5912102505367,150,80,1012.5912102505367,E,B,Double glazing,Y,N,7,100,0,0,0
Boston_73,XX13 1YZ,Boston,83.01509200247013,6,Poor,Average,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Semi-Detached,289.81676199414477,57.96335239882896,1202.9582580400959,150,80,1432.9582580400959,D,B,Double glazing,Y,N,13,100,0,0,0
Boston_74,XX14 2YZ,Boston,98.6822006799447,3,Good,Good,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,House,Detached,226.8266687184427,45.365333743688545,1119.187742101835,150,80,1349.187742101835,E,B,Double glazing,Y,N,78,100,0,0,0
Boston_75,XX15 3YZ,Boston,72.81826558017218,5,Very Good,Poor,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Bungalow,Semi-Detached,279.6075378319334,55.92150756638669,1018.0267974031884,150,80,1248.0267974031885,D,B,Double glazing,Y,N,42,100,0,0,0
Boston_76,XX16 4YZ,Boston,74.21684984808128,3,Good,Average,Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Detached,275.87971756678473,55.17594351335695,1023.7461787392567,150,80,1253.7461787392567,D,B,Double glazing,Y,N,64,100,0,0,0
Boston_77,XX17 5YZ,Boston,95.56660106173861,5,Good,Poor,Average,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Semi-Detached,275.77777074599703,55.15555414919941,1317.7572099289155,150,80,1547.7572099289155,E,B,Double glazing,Y,N,40,100,0,0,0
Boston_78,XX18 6YZ,Boston,84.67702391152157,6,Very Good,Good,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Flat,Semi-Detached,206.95416302029003,41.390832604058005,876.2131305329017,150,80,1106.2131305329017,D,B,Double glazing,Y,N,62,100,0,0,0
Boston_79,XX19 7YZ,Boston,98.53442038433093,3,Average,Good,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Flat,Semi-Detached,235.24268457297867,47.048536914595736,1158.975078702622,150,80,1388.975078702622,D,B,Double glazing,Y,N,14,100,0,0,0
Boston_80,XX0 8YZ,Boston,74.15340417707236,3,Average,Poor,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,House,Detached,191.58392471040514,38.31678494208103,710.3300101440237,150,80,940.3300101440237,D,B,Double glazing,Y,N,27,100,0,0,0
Boston_81,XX1 0YZ,Boston,92.096420928823,4,Average,Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Mid-Terrace,196.64062775869144,39.32812555173829,905.4949012886223,150,80,1135.4949012886223,D,B,Double glazing,Y,N,54,100,0,0,0
Boston_82,XX2 1YZ,Boston,88.37774133033591,5,Average,Poor,Good,Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Semi-Detached,244.34615202957025,48.86923040591405,1079.7380509566146,150,80,1309.7380509566146,D,B,Double glazing,Y,N,89,100,0,0,0
Boston_83,XX3 2YZ,Boston,112.42205146948821,3,Average,Average,Very Good,Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Flat,Semi-Detached,295.2515804390546,59.05031608781092,1659.639418628357,150,80,1889.639418628357,E,B,Double glazing,Y,N,99,100,0,0,0
Boston_84,XX4 3YZ,Boston,99.27427322886766,3,Poor,Good,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Semi-Detached,282.5679491048969,56.513589820979384,1402.5863892580155,150,80,1632.5863892580155,D,B,Double glazing,Y,N,41,100,0,0,0
Boston_85,XX5 4YZ,Boston,60.68699405884275,7,Very Good,Very Poor,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,House,Mid-Terrace,246.53378801008876,49.306757602017754,748.0697264136128,150,80,978.0697264136128,D,B,Double glazing,Y,N,51,100,0,0,0
Boston_86,XX6 5YZ,Boston,109.72605327599571,7,Average,Average,Average,Good,Good,Average,Very Good,Average,England and Wales: 1950-1966,Bungalow,Detached,223.23846271298552,44.647692542597106,1224.7537726448215,150,80,1454.7537726448215,E,B,Double glazing,Y,N,90,100,0,0,0
Boston_87,XX7 6YZ,Boston,68.47846141260008,6,Good,Poor,Very Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Detached,339.41146872423946,67.8822937448479,1162.1187582013376,150,80,1392.1187582013376,E,B,Double glazing,Y,N,62,100,0,0,0
Boston_88,XX8 7YZ,Boston,78.75454137819113,4,Good,Average,Average,Very Good,Good,Average,Very Good,Average,England and Wales: 2007 onwards,Bungalow,Detached,255.35169892491953,51.07033978498391,1005.505296948699,150,80,1235.505296948699,C,B,Double glazing,Y,N,23,100,0,0,0
Boston_89,XX9 8YZ,Boston,73.83676653280223,6,Very Good,Average,Good,Very Good,Good,Average,Very Good,Average,England and Wales: 1900-1929,Flat,Mid-Terrace,210.93352098476055,42.186704196952114,778.7324571446852,150,80,1008.7324571446852,E,B,Double glazing,Y,N,63,100,0,0,0
